Coordinates,Exposure of S. caninervis,Number of S. caninervis sporophytes,Stem height,Stem height:  exposed,Stem height: shaded,Number of inflorescences,No. Infl. per expressing ramet: exposed,No. Infl. per expressing ramet: shaded,"Sex (M,F,S)",Stem height sorted,No.  inflor by sorted st ht,No.  inflor sorted,St ht sorted by no. infl,Syntrichia caninervis cover,Syntrichia ruralis cover,Bryum algovicum cover,Bryum argenteum cover,Pterogoneurum spp. cover,Grimmia cover,Unknown sp. cover,Total bryophyte cover,Total lichen cover,Total cryptogam cover,,
T3 330,O,,1.2,,2.4,0,,,S,2,0,0,2,,,,,,,,,,,,
T3 330,O,,1.2,,2.5,0,,,S,2,0,0,2,,,,,,,,,,,,
T3 345,,0,,,1.8,,,,,2,0,0,2,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T3 375,I,0,2.5,,1.6,0,,,S,2,0,0,2,2.5%,0%,0%,0%,0%,0%,0%,3%,0%,0.0%,,
T3 375,,,2,,2.4,0,,,S,2,0,0,2,,,,,,,,,,,,
T3 375,,,1.8,,1.5,0,,,S,2,0,0,2,,,,,,,,,,,,
T3 375,,,2.1,,,0,,,S,2,0,0,2,,,,,,,,,,,,
T3 375,,,2.4,,,0,,,S,2,0,0,2,,,,,,,,,,,,
T3 375,,,2.5,,,1,,,F,2,0,0,2,,,,,,,,,,,,
T3 375,,,1.8,,1.1,0,,,S,2,0,0,2,,,,,,,,,,,,
T3 375,,,1.6,,0.8,0,,,S,2,0,0,2,,,,,,,,,,,,
T3 375,,,2.4,,0.8,1,,,F,2,0,0,2,,,,,,,,,,,,
T3 375,,,1.5,,1,0,,,S,2,0,0,2,,,,,,,,,,,,
T3 390,O,0,1.8,,2.3,0,,,S,2,1,0,2,2.50%,0%,0%,0%,2.50%,0%,0%,5%,2.5%,7.5%,,
T3 390,O,,1.6,,0.6,0,,,S,2,0,0,2,,,,,,,,,,,,
T3 390,O,,1.5,,1,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 390,O,,2.8,,0.6,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 390,O,,1.8,,0.5,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 390,O,,1.5,,0.8,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 390,O,,2,,2,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 390,O,,1.4,,2,0,,,S,2,1,0,2.1,,,,,,,,,,,,
T3 390,O,,1.7,,2.1,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 390,O,,1.8,,2.4,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 405,I,0,1.7,,2.8,0,,,S,2,0,0,2.1,30%,0%,0%,0%,0%,0%,0%,30%,0%,30.0%,,
T3 405,I,,1.9,,2.4,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 405,I,,1.6,,2.3,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 405,I,,1.9,,2.2,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 405,I,,2.5,,1.8,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 405,I,,1.8,,1.8,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 405,I,,1.3,,,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 405,I,,1.6,,,0,,,S,2,1,0,2.1,,,,,,,,,,,,
T3 405,I,,1.7,,1.9,0,,,S,2,1,0,2.1,,,,,,,,,,,,
T3 405,I,,1.6,,2.8,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 420,O,0,1.2,,2.7,0,,,S,2,0,0,2.1,20%,0%,0%,0%,0%,0%,0%,20%,20%,40.0%,,
T3 420,O,,2,,1.5,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 420,O,,1.7,,2.3,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 420,O,,1.9,,1.9,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 420,O,,1.2,,1.8,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 420,O,,1.8,,2.1,0,,,S,2,1,0,2.1,,,,,,,,,,,,
T3 420,O,,1.2,,2,0,,,S,2,1,0,2.1,,,,,,,,,,,,
T3 420,O,,1.3,,1.8,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 420,O,,1.4,,1.9,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 420,O,,1.7,,1.9,0,,,S,2,0,0,2.1,,,,,,,,,,,,
T3 435,,0,,,2,,,,,2,1,0,2.1,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T3 450,O,0,2.2,,1.8,0,,,S,2,0,0,2.1,5%,0%,2.50%,0%,0%,0%,0%,7.5%,40%,47.5%,,
T3 450,O,,2.9,,2,2,,,F,2.1,0,0,2.1,,,,,,,,,,,,
T3 450,O,,3,,2,1,,,F,2.1,0,0,2.1,,,,,,,,,,,,
T3 450,O,,2.9,,2.3,0,,,S,2.1,0,0,2.1,,,,,,,,,,,,
T3 450,O,,1.5,,2,0,,,S,2.1,0,0,2.1,,,,,,,,,,,,
T3 450,O,,3,,1.2,2,,,F,2.1,0,0,2.1,,,,,,,,,,,,
T3 450,O,,2.1,,0.8,0,,,S,2.1,0,0,2.1,,,,,,,,,,,,
T3 450,O,,2.1,,,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 450,O,,2.9,,,1,,,F,2.1,0,0,2.2,,,,,,,,,,,,
T3 450,O,,2.5,,,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 465,I,0,3.6,,2.2,2,,,F,2.1,0,0,2.2,2.50%,0%,0%,0%,0%,0%,0%,2.50%,30%,32.5%,,
T3 465,I,,2.9,,2.2,1,,,F,2.1,0,0,2.2,,,,,,,,,,,,
T3 465,I,,1.6,,2.8,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 465,I,,1.9,,2.6,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 465,I,,2,,2.5,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 465,I,,1.8,,2.8,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 465,I,,3.7,,2.3,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 465,I,,1,,2.9,0,,,S,2.1,1,0,2.2,,,,,,,,,,,,
T3 465,I,,1.1,,2.5,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 465,I,,1.2,,2.8,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 480,O,0,2.3,,1.5,0,,,S,2.1,0,0,2.2,5%,0%,0%,0%,0%,0%,0%,5%,0%,5.0%,,
T3 480,O,,2.2,,1,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 480,O,,1,,1.6,0,,,S,2.1,1,0,2.2,,,,,,,,,,,,
T3 480,O,,1.9,,1.6,1,,,F,2.1,1,0,2.2,,,,,,,,,,,,
T3 480,O,,1.6,,1,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 480,O,,2.5,,1.5,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 480,O,,1.3,,0.9,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 480,O,,1.2,,1,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 480,O,,1.6,,0.8,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 480,O,,1.6,,1.1,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 495,,0,,,2.2,,,,,2.1,0,0,2.2,0%,0%,0%,0%,0%,0%,0%,0%,2.5%,2.5%,,
T3 510,,0,,,1.5,,,,,2.1,0,0,2.2,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T3 525,U,0,4,,2.1,4,,,F,2.1,0,0,2.2,10%,0%,0%,0%,0%,0%,0%,10%,20%,20.0%,,
T3 525,U,,3,,3,1,,,F,2.1,0,0,2.2,,,,,,,,,,,,
T3 525,U,,2.5,,2.2,1,,,F,2.1,1,0,2.2,,,,,,,,,,,,
T3 525,U,,3.6,,3,3,,,F,2.1,0,0,2.2,,,,,,,,,,,,
T3 525,U,,1.9,,1.4,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 525,U,,2.6,,1.6,2,,,F,2.1,0,0,2.2,,,,,,,,,,,,
T3 525,U,,3.2,,1.4,2,,,F,2.1,0,0,2.2,,,,,,,,,,,,
T3 525,U,,3.1,,1.6,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 525,U,,1.4,,,0,,,S,2.1,0,0,2.2,,,,,,,,,,,,
T3 525,U,,2.3,,,0,,,S,2.2,0,0,2.2,,,,,,,,,,,,
T3 540,I,0,2.8,,,0,,,S,2.2,0,0,2.2,40%,0%,0%,0%,0%,0%,0%,40%,0%,40.0%,,
T3 540,I,,2.2,,,0,,,S,2.2,0,0,2.2,,,,,,,,,,,,
T3 540,I,,2.4,,,0,,,S,2.2,0,0,2.2,,,,,,,,,,,,
T3 540,I,,2.8,,,0,,,S,2.2,0,0,2.2,,,,,,,,,,,,
T3 540,I,,2.5,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 540,I,,1.5,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 540,I,,2,,,0,,,S,2.2,1,0,2.3,,,,,,,,,,,,
T3 540,I,,2.3,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 540,I,,1.9,,,0,,,S,2.2,1,0,2.3,,,,,,,,,,,,
T3 540,I,,1.8,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 555,,0,,,,,,,,2.2,0,0,2.3,0%,0%,0%,0%,0%,0%,0%,0%,20%,20.0%,,
T3 570,O,0,2.2,,,0,,,S,2.2,0,0,2.3,30%,0%,2.50%,2.50%,0%,0%,0%,35%,40%,75.0%,,
T3 570,O,,2.1,,,1,,,F,2.2,0,0,2.3,,,,,,,,,,,,
T3 570,O,,2,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 570,O,,1.4,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 570,O,,2.4,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 570,O,,2.4,,,1,,,F,2.2,0,0,2.3,,,,,,,,,,,,
T3 570,O,,1.3,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 570,O,,1.2,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 570,O,,1.9,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 570,O,,0.5,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 585,O,0,0.9,,,0,,,S,2.2,0,0,2.3,30%,0%,2.50%,0%,0%,0%,0%,32.5%,20%,52.5%,,
T3 585,O,,2,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 585,O,,1.8,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 585,O,,2,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 585,O,,2.5,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 585,O,,2,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 585,O,,1.3,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 585,O,,1.6,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 585,O,,1.1,,,0,,,S,2.2,1,0,2.3,,,,,,,,,,,,
T3 585,O,,0.6,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 600,I,0,1.5,,,0,,,S,2.2,1,0,2.3,2.50%,0%,2.50%,0%,0%,0%,0%,5.00%,0%,5.0%,,
T3 600,I,,2.5,,,1,,,F,2.2,0,0,2.3,,,,,,,,,,,,
T3 600,I,,1.9,,,0,,,S,2.2,1,0,2.3,,,,,,,,,,,,
T3 600,I,,2.1,,,1,,,F,2.2,1,0,2.3,,,,,,,,,,,,
T3 600,I,,2,,,1,,,F,2.2,0,0,2.3,,,,,,,,,,,,
T3 600,I,,2.3,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 600,I,,2,,,0,,,S,2.2,0,0,2.3,,,,,,,,,,,,
T3 600,I,,2,,,0,,,S,2.2,0,0,2.4,,,,,,,,,,,,
T3 600,I,,2.2,,,1,,,F,2.2,0,0,2.4,,,,,,,,,,,,
T3 600,I,,1.9,,,0,,,S,2.2,1,0,2.4,,,,,,,,,,,,
T3 615,O,0,2.6,,,1,,,F,2.2,0,0,2.4,30%,0%,2.50%,2.50%,0%,0%,0%,35%,2.5%,37.5%,,
T3 615,O,,2.3,,,1,,,F,2.2,0,0,2.4,,,,,,,,,,,,
T3 615,O,,1.5,,,0,,,S,2.2,0,0,2.4,,,,,,,,,,,,
T3 615,O,,2.8,,,0,,,S,2.2,0,0,2.4,,,,,,,,,,,,
T3 615,O,,2.5,,,0,,,S,2.3,0,0,2.4,,,,,,,,,,,,
T3 615,O,,2.5,,,0,,,S,2.3,0,0,2.4,,,,,,,,,,,,
T3 615,O,,1.9,,,0,,,S,2.3,1,0,2.4,,,,,,,,,,,,
T3 615,O,,2,,,0,,,S,2.3,0,0,2.4,,,,,,,,,,,,
T3 615,O,,2.3,,,1,,,F,2.3,0,0,2.4,,,,,,,,,,,,
T3 615,O,,2,,,0,,,S,2.3,0,0,2.4,,,,,,,,,,,,
T3 630,O,0,2.6,,,1,,,F,2.3,1,0,2.4,2.50%,0%,0%,2.50%,0%,0%,0%,5.00%,2.5%,7.5%,,
T3 630,O,,2.3,,,1,,,F,2.3,0,0,2.4,,,,,,,,,,,,
T3 630,O,,2.3,,,1,,,F,2.3,0,0,2.4,,,,,,,,,,,,
T3 630,O,,2.9,,,1,,,F,2.3,0,0,2.4,,,,,,,,,,,,
T3 630,O,,2.6,,,1,,,F,2.3,0,0,2.5,,,,,,,,,,,,
T3 630,O,,2.8,,,0,,,S,2.3,1,0,2.5,,,,,,,,,,,,
T3 630,O,,2.2,,,0,,,S,2.3,0,0,2.5,,,,,,,,,,,,
T3 630,O,,2.8,,,1,,,F,2.3,0,0,2.5,,,,,,,,,,,,
T3 630,O,,1.6,,,0,,,S,2.3,0,0,2.5,,,,,,,,,,,,
T3 630,O,,2.6,,,1,,,F,2.3,0,0,2.5,,,,,,,,,,,,
T3 645,I,0,2.6,,,1,,,M,2.3,0,0,2.5,10%,0%,0%,0%,0%,0%,0%,10%,2.5%,12.5%,,
T3 645,I,,3.4,,,1,,,M,2.3,0,0,2.5,,,,,,,,,,,,
T3 645,I,,2.7,,,1,,,M,2.3,0,0,2.5,,,,,,,,,,,,
T3 645,I,,2.2,,,1,,,F,2.3,1,0,2.5,,,,,,,,,,,,
T3 645,I,,1.9,,,0,,,S,2.3,1,0,2.5,,,,,,,,,,,,
T3 645,I,,2.8,,,0,,,S,2.3,0,0,2.5,,,,,,,,,,,,
T3 645,I,,2.8,,,0,,,S,2.3,0,0,2.5,,,,,,,,,,,,
T3 645,I,,1.8,,,0,,,S,2.3,0,0,2.5,,,,,,,,,,,,
T3 645,I,,1.5,,,0,,,S,2.3,0,0,2.5,,,,,,,,,,,,
T3 645,I,,2.2,,,0,,,S,2.3,1,0,2.5,,,,,,,,,,,,
T3 660,O,0,1.4,,,0,,,S,2.3,1,0,2.5,2.50%,0%,0%,0%,2.50%,0%,0%,5.00%,20%,25.0%,,
T3 660,O,,1.5,,,0,,,S,2.3,1,0,2.5,,,,,,,,,,,,
T3 660,O,,1.4,,,0,,,S,2.3,1,0,2.5,,,,,,,,,,,,
T3 660,O,,1.8,,,0,,,S,2.3,0,0,2.5,,,,,,,,,,,,
T3 660,O,,1.9,,,0,,,S,2.3,0,0,2.5,,,,,,,,,,,,
T3 660,O,,1.1,,,0,,,S,2.3,0,0,2.6,,,,,,,,,,,,
T3 660,O,,1.5,,,0,,,S,2.3,0,0,2.6,,,,,,,,,,,,
T3 660,O,,1.1,,,0,,,S,2.3,0,0,2.6,,,,,,,,,,,,
T3 660,O,,1.6,,,0,,,S,2.3,0,0,2.6,,,,,,,,,,,,
T3 660,O,,1,,,0,,,S,2.3,0,0,2.6,,,,,,,,,,,,
T3 675,O,0,2.3,,,0,,,S,2.3,0,0,2.6,5%,0%,2.50%,5%,0%,0%,0%,12.5%,5%,17.5%,,
T3 675,O,,2,,,0,,,S,2.3,0,0,2.6,,,,,,,,,,,,
T3 675,O,,2,,,0,,,S,2.3,0,0,2.6,,,,,,,,,,,,
T3 675,O,,2.3,,,0,,,S,2.3,0,0,2.6,,,,,,,,,,,,
T3 675,O,,2.9,,,1,,,F,2.3,0,0,2.6,,,,,,,,,,,,
T3 675,O,,2.2,,,1,,,F,2.3,0,0,2.6,,,,,,,,,,,,
T3 675,O,,2.2,,,1,,,F,2.3,0,0,2.6,,,,,,,,,,,,
T3 675,O,,2,,,1,,,F,2.4,1,0,2.7,,,,,,,,,,,,
T3 675,O,,1.6,,,0,,,S,2.4,0,0,2.7,,,,,,,,,,,,
T3 675,O,,2.2,,,0,,,S,2.4,0,0,2.7,,,,,,,,,,,,
T3 690,I,0,2.6,,,0,,,S,2.4,0,0,2.7,5%,0%,5%,10%,0%,0%,0%,20%,2.5%,22.5%,,
T3 690,I,,2,,,0,,,S,2.4,1,0,2.7,,,,,,,,,,,,
T3 690,I,,2,,,0,,,S,2.4,0,0,2.8,,,,,,,,,,,,
T3 690,I,,2.1,,,0,,,S,2.4,0,0,2.8,,,,,,,,,,,,
T3 690,I,,1.3,,,0,,,S,2.4,0,0,2.8,,,,,,,,,,,,
T3 690,I,,1.6,,,0,,,S,2.4,0,0,2.8,,,,,,,,,,,,
T3 690,I,,1.2,,,0,,,S,2.4,0,0,2.8,,,,,,,,,,,,
T3 690,I,,1.8,,,0,,,S,2.4,0,0,2.8,,,,,,,,,,,,
T3 690,I,,2.2,,,0,,,S,2.4,1,0,2.8,,,,,,,,,,,,
T3 690,I,,1.3,,,0,,,S,2.4,0,0,2.8,,,,,,,,,,,,
T3 705,,0,,,,,,,,2.4,0,0,2.8,0%,0%,2.50%,2.50%,0%,0%,0%,5%,2.5%,7.5%,,
T3 720,,0,,,,,,,,2.4,1,0,2.8,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T3 735,O,0,2.3,,,0,,,S,2.4,0,0,2.8,2.50%,0%,0%,2.50%,0%,0%,0%,5%,10%,15.0%,,
T3 735,O,,2.1,,,0,,,S,2.4,0,0,2.8,,,,,,,,,,,,
T3 735,O,,2,,,0,,,S,2.4,0,0,2.8,,,,,,,,,,,,
T3 735,O,,2.1,,,0,,,S,2.4,0,0,2.8,,,,,,,,,,,,
T3 735,O,,2.1,,,0,,,S,2.4,0,0,2.8,,,,,,,,,,,,
T3 735,O,,2.4,,,0,,,S,2.4,1,0,2.8,,,,,,,,,,,,
T3 735,O,,1.8,,,0,,,S,2.4,1,0,2.9,,,,,,,,,,,,
T3 735,O,,1.8,,,0,,,S,2.4,0,0,2.9,,,,,,,,,,,,
T3 735,O,,2,,,0,,,S,2.5,0,0,2.9,,,,,,,,,,,,
T3 735,O,,1.8,,,0,,,S,2.5,0,0,2.9,,,,,,,,,,,,
T3 750,U,0,1.8,,,1,,,F,2.5,0,0,2.9,2.50%,0%,0%,5%,0%,0%,0%,7.50%,10%,17.5%,,
T3 750,U,,2.1,,,0,,,S,2.5,0,0,2.9,,,,,,,,,,,,
T3 750,U,,1.3,,,0,,,S,2.5,0,0,2.9,,,,,,,,,,,,
T3 750,U,,2.2,,,0,,,S,2.5,0,0,2.9,,,,,,,,,,,,
T3 750,U,,2.1,,,0,,,S,2.5,1,0,2.9,,,,,,,,,,,,
T3 750,U,,2.1,,,0,,,S,2.5,0,0,2.9,,,,,,,,,,,,
T3 750,U,,2,,,0,,,S,2.5,0,0,3,,,,,,,,,,,,
T3 750,U,,2.4,,,0,,,S,2.5,0,0,3,,,,,,,,,,,,
T3 750,U,,1.9,,,0,,,S,2.5,0,0,3,,,,,,,,,,,,
T3 750,U,,2.1,,,0,,,S,2.5,0,0,3,,,,,,,,,,,,
T3 765,,0,,,,,,,,2.5,1,0,3,0%,0%,0%,2.50%,0%,0%,0%,2.5%,2.5%,5.0%,,
T3 780,,0,,,,,,,,2.5,0,0,3,0%,0%,30%,30%,0%,0%,0%,60%,0%,60.0%,,
T4 15,,0,,,,,,,,2.5,0,0,3,0%,0%,0%,0%,0%,5%,0%,5%,0%,5.0%,,
T4 30,,0,,,,,,,,2.5,0,0,3,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 45,,0,,,,,,,,2.5,1,0,3,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 60,,0,,,,,,,,2.5,0,0,3,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 75,,0,,,,,,,,2.5,0,0,3,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 90,I,0,1.3,,,0,,,S,2.5,1,0,3,5%,0%,0%,0%,0%,0%,0%,5%,0%,5.0%,,
T4 90,I,,1.9,,,0,,,S,2.5,0,0,3,,,,,,,,,,,,
T4 90,I,,2.6,,,0,,,S,2.5,0,0,3.1,,,,,,,,,,,,
T4 90,I,,1.4,,,0,,,S,2.5,0,0,3.1,,,,,,,,,,,,
T4 90,I,,2.1,,,0,,,S,2.5,1,0,3.1,,,,,,,,,,,,
T4 90,I,,1.7,,,0,,,S,2.5,2,0,3.1,,,,,,,,,,,,
T4 90,I,,2.3,,,0,,,S,2.5,1,0,3.1,,,,,,,,,,,,
T4 90,I,,1.3,,,0,,,S,2.5,2,0,3.1,,,,,,,,,,,,
T4 90,I,,2.1,,,0,,,S,2.5,1,0,3.2,,,,,,,,,,,,
T4 90,I,,1.5,,,0,,,S,2.5,0,0,3.2,,,,,,,,,,,,
T4 105,,0,,,,,,,,2.5,1,0,3.2,0%,0%,0%,0%,2.50%,0%,0%,2.5%,2.5%,5.0%,,
T4 120,,0,,,,,,,,2.5,0,0,3.2,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 135,,0,,,,,,,,2.5,1,0,3.2,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 150 ,,0,,,,,,,,2.6,0,0,3.2,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 165,,0,,,,,,,,2.6,1,0,3.3,0%,0%,0%,0%,2.50%,0%,0%,2.5%,0%,2.5%,,
T4 180,I,0,1.4,,,0,,,S,2.6,0,0,3.3,30%,0%,0%,0%,0%,0%,0%,30%,2.5%,32.5%,,
T4 180,I,,2,,,0,,,S,2.6,0,0,3.3,,,,,,,,,,,,
T4 180,I,,1.8,,,0,,,S,2.6,0,0,3.5,,,,,,,,,,,,
T4 180,I,,2.3,,,0,,,S,2.6,0,0,3.7,,,,,,,,,,,,
T4 180,I,,2.9,,,0,,,S,2.6,0,0,4,,,,,,,,,,,,
T4 180,I,,2,,,0,,,S,2.6,1,1,0.8,,,,,,,,,,,,
T4 180,I,,2.5,,,0,,,S,2.6,0,1,0.9,,,,,,,,,,,,
T4 180,I,,1.5,,,0,,,S,2.6,0,1,1,,,,,,,,,,,,
T4 180,I,,1.8,,,0,,,S,2.6,1,1,1,,,,,,,,,,,,
T4 180,I,,0.5,,,0,,,S,2.6,0,1,1,,,,,,,,,,,,
T4 195,I,0,0.9,,,1,,,F,2.6,1,1,1,2.50%,0%,0%,0%,0%,0%,0%,2.50%,0%,2.5%,,
T4 195,I,,1,,,1,,,F,2.6,2,1,1.4,,,,,,,,,,,,
T4 195,I,,1.4,,,2,,,F,2.6,1,1,1.5,,,,,,,,,,,,
T4 195,I,,1.1,,,2,,,F,2.6,1,1,1.7,,,,,,,,,,,,
T4 195,I,,0.8,,,0,,,S,2.6,1,1,1.7,,,,,,,,,,,,
T4 195,I,,1,,,1,,,F,2.6,1,1,1.8,,,,,,,,,,,,
T4 195,I,,1,,,0,,,S,2.6,1,1,1.8,,,,,,,,,,,,
T4 195,I,,0.6,,,0,,,S,2.6,0,1,1.8,,,,,,,,,,,,
T4 195,I,,0.7,,,0,,,S,2.6,0,1,1.8,,,,,,,,,,,,
T4 195,I,,1,,,1,,,F,2.6,0,1,1.8,,,,,,,,,,,,
T4 210,U,0,2.3,,,0,,,S,2.6,1,1,1.9,30%,0%,0%,0%,0%,0%,0%,30%,0%,30.0%,,
T4 210,U,,2.1,,,1,,,F,2.7,0,1,1.9,,,,,,,,,,,,
T4 210,U,,2.1,,,0,,,S,2.7,0,1,1.9,,,,,,,,,,,,
T4 210,U,,2,,,0,,,S,2.7,0,1,1.9,,,,,,,,,,,,
T4 210,U,,2.5,,,1,,,F,2.7,0,1,1.9,,,,,,,,,,,,
T4 210,U,,1.9,,,1,,,F,2.7,2,1,2,,,,,,,,,,,,
T4 210,U,,1.8,,,1,,,F,2.7,2,1,2,,,,,,,,,,,,
T4 210,U,,1.8,,,1,,,F,2.7,1,1,2,,,,,,,,,,,,
T4 210,U,,1.8,,,0,,,S,2.7,0,1,2,,,,,,,,,,,,
T4 210,U,,3.1,,,0,,,F,2.8,0,1,2,,,,,,,,,,,,
T4 225,I,0,0.8,,,1,,,F,2.8,0,1,2,2.50%,0%,0%,0%,0%,0%,0%,2.50%,0%,2.5%,,
T4 225,I,,1.1,,,0,,,S,2.8,1,1,2,,,,,,,,,,,,
T4 225,I,,0.9,,,0,,,S,2.8,0,1,2,,,,,,,,,,,,
T4 225,I,,2.2,,,0,,,S,2.8,1,1,2.1,,,,,,,,,,,,
T4 225,I,,1.2,,,0,,,S,2.8,1,1,2.1,,,,,,,,,,,,
T4 225,I,,1.5,,,1,,,F,2.8,0,1,2.1,,,,,,,,,,,,
T4 225,I,,1.1,,,0,,,S,2.8,0,1,2.1,,,,,,,,,,,,
T4 225,I,,0.9,,,0,,,S,2.8,1,1,2.2,,,,,,,,,,,,
T4 225,I,,0.8,,,0,,,S,2.8,1,1,2.2,,,,,,,,,,,,
T4 225,I,,1.2,,,0,,,S,2.8,0,1,2.2,,,,,,,,,,,,
T4 240,,0,,,,,,,,2.8,0,1,2.2,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.0%,,
T4 255,O,0,1.8,,,0,,,S,2.8,1,1,2.2,30%,0%,0%,20%,0%,0%,0%,50%,0%,50.0%,,
T4 255,O,,2,,,0,,,S,2.8,3,1,2.2,,,,,,,,,,,,
T4 255,O,,2.4,,,0,,,S,2.8,3,1,2.2,,,,,,,,,,,,
T4 255,O,,1.9,,,0,,,S,2.8,1,1,2.3,,,,,,,,,,,,
T4 255,O,,1.2,,,0,,,S,2.8,1,1,2.3,,,,,,,,,,,,
T4 255,O,,1.6,,,0,,,S,2.8,3,1,2.3,,,,,,,,,,,,
T4 255,O,,1.9,,,0,,,S,2.8,0,1,2.3,,,,,,,,,,,,
T4 255,O,,2,,,1,,,F,2.8,1,1,2.3,,,,,,,,,,,,
T4 255,O,,1.4,,,0,,,S,2.8,0,1,2.3,,,,,,,,,,,,
T4 255,O,,1.2,,,0,,,S,2.8,0,1,2.3,,,,,,,,,,,,
T4 270,U,0,3.2,,,0,,,S,2.8,0,1,2.3,2.50%,0%,0%,0%,0%,0%,0%,2.50%,0%,2.5%,,
T4 270,U,,2,,,1,,,F,2.8,0,1,2.3,,,,,,,,,,,,
T4 270,U,,2.3,,,0,,,S,2.8,0,1,2.4,,,,,,,,,,,,
T4 270,U,,3.3,,,1,,,F,2.8,1,1,2.4,,,,,,,,,,,,
T4 270,U,,2.5,,,2,,,F,2.8,0,1,2.4,,,,,,,,,,,,
T4 270,U,,2,,,0,,,S,2.8,0,1,2.4,,,,,,,,,,,,
T4 270,U,,2,,,0,,,S,2.8,1,1,2.4,,,,,,,,,,,,
