Genomics_ID,Sample_ID,Collector,Collection Year,Extraction #,PCR #,DIGEST #,Inferred Genetic Sex,NOTES,Gel Date,Lab
T1-210.5,BOWKER-T1-210.5,M. Bowker,1997,,D14,37,,DIRECT LEAF PCR,,Mishler
T1-210.6,BOWKER-T1-210.6,M. Bowker,1997,,D14,37,F,DIRECT LEAF PCR,,Mishler
T1-210.7,BOWKER-T1-210.7,M. Bowker,1997,,D14,37,F,DIRECT LEAF PCR,,Mishler
T1-210.8,BOWKER-T1-210.8,M. Bowker,1997,,D14,37,F,DIRECT LEAF PCR,,Mishler
T1-210.9,BOWKER-T1-210.9,M. Bowker,1997,,D14,37,,DIRECT LEAF PCR,,Mishler
T1-210.10,BOWKER-T1-210.10,M. Bowker,1997,,D14,37,,DIRECT LEAF PCR,,Mishler
T2-225.1,BOWKER-T2-225.1,M. Bowker,1997,,D14,37,,DIRECT LEAF PCR,,Mishler
T2-225.2,BOWKER-T2-225.2,M. Bowker,1997,,D14,37,,DIRECT LEAF PCR,,Mishler
T2-225.3,BOWKER-T2-225.3,M. Bowker,1997,,D14,37,,DIRECT LEAF PCR,,Mishler
T2-225.4,BOWKER-T2-225.4,M. Bowker,1997,,D14,37,,DIRECT LEAF PCR,,Mishler
T2-225.5,BOWKER-T2-225.5,M. Bowker,1997,,D14,37,,DIRECT LEAF PCR,,Mishler
T2-225.6,BOWKER-T2-225.6,M. Bowker,1997,,D14,37,,DIRECT LEAF PCR,,Mishler
T2-225.7,BOWKER-T2-225.7,M. Bowker,1997,,D14,37,,DIRECT LEAF PCR,,Mishler
T2-225.8,BOWKER-T2-225.8,M. Bowker,1997,,D14,37,,DIRECT LEAF PCR,,Mishler
T2-225.9,BOWKER-T2-225.9,M. Bowker,1997,,D14,37,F,DIRECT LEAF PCR,,Mishler
T2-225.10,BOWKER-T2-225.10,M. Bowker,1997,,D14,37,M,DIRECT LEAF PCR,,Mishler
T2-270.1,BOWKER-T2-270.1,M. Bowker,1997,,D14,37,,DIRECT LEAF PCR,,Mishler
T2-270.2,BOWKER-T2-270.2,M. Bowker,1997,,D14,37,F,DIRECT LEAF PCR,,Mishler
T2-270.3,BOWKER-T2-270.3,M. Bowker,1997,,D14,37,,DIRECT LEAF PCR,,Mishler
T2-270.4,BOWKER-T2-270.4,M. Bowker,1997,,D14,37,,DIRECT LEAF PCR,,Mishler
T2-270.5,BOWKER-T2-270.5,M. Bowker,1997,,D14,37,,DIRECT LEAF PCR,,Mishler
T2-270.6,BOWKER-T2-270.6,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-270.7,BOWKER-T2-270.7,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-270.8,BOWKER-T2-270.8,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-270.9,BOWKER-T2-270.9,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-270.10,BOWKER-T2-270.10,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-285.1,BOWKER-T2-285.1,M. Bowker,1997,,D15,38,F,DIRECT LEAF PCR,,Mishler
T2-285.2,BOWKER-T2-285.2,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-285.3,BOWKER-T2-285.3,M. Bowker,1997,,D15,38,F,DIRECT LEAF PCR,,Mishler
T2-285.4,BOWKER-T2-285.4,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-285.5,BOWKER-T2-285.5,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-285.6,BOWKER-T2-285.6,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-285.7,BOWKER-T2-285.7,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-285.8,BOWKER-T2-285.8,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-285.9,BOWKER-T2-285.9,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-285.10,BOWKER-T2-285.10,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-315.1,BOWKER-T2-315.1,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-315.2,BOWKER-T2-315.2,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-315.3,BOWKER-T2-315.3,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-315.4,BOWKER-T2-315.4,M. Bowker,1997,,D15,38,F,DIRECT LEAF PCR,,Mishler
T2-315.5,BOWKER-T2-315.5,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-315.6,BOWKER-T2-315.6,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-315.7,BOWKER-T2-315.7,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-315.8,BOWKER-T2-315.8,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-315.9,BOWKER-T2-315.9,M. Bowker,1997,,D15,38,F,DIRECT LEAF PCR,,Mishler
T2-315.10,BOWKER-T2-315.10,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-315.11,BOWKER-T2-315.11,M. Bowker,1997,,D15,38,,DIRECT LEAF PCR,,Mishler
T2-330.1,BOWKER-T2-330.1,M. Bowker,1997,,D17,40,,DIRECT LEAF PCR,,Mishler
T2-330.2,BOWKER-T2-330.2,M. Bowker,1997,,D17,40,F,DIRECT LEAF PCR,,Mishler
T2-330.3,BOWKER-T2-330.3,M. Bowker,1997,,D17,40,,DIRECT LEAF PCR,,Mishler
T2-330.4,BOWKER-T2-330.4,M. Bowker,1997,,D17,40,,DIRECT LEAF PCR,,Mishler
T2-330.5,BOWKER-T2-330.5,M. Bowker,1997,,D17,40,F,DIRECT LEAF PCR,,Mishler
T2-330.6,BOWKER-T2-330.6,M. Bowker,1997,,D17,40,,DIRECT LEAF PCR,,Mishler
T2-330.7,BOWKER-T2-330.7,M. Bowker,1997,,D17,40,F,DIRECT LEAF PCR,,Mishler
T2-330.8,BOWKER-T2-330.8,M. Bowker,1997,,D17,40,,DIRECT LEAF PCR,,Mishler
T2-330.9,BOWKER-T2-330.9,M. Bowker,1997,,D17,40,F,DIRECT LEAF PCR,,Mishler
T2-330.10,BOWKER-T2-330.10,M. Bowker,1997,,D17,40,F,DIRECT LEAF PCR,,Mishler
T2-345.1,BOWKER-T2-345.1,M. Bowker,1997,,D17,40,,DIRECT LEAF PCR,,Mishler
T2-345.2,BOWKER-T2-345.2,M. Bowker,1997,,D17,40,,DIRECT LEAF PCR,,Mishler
T2-345.3,BOWKER-T2-345.3,M. Bowker,1997,,D17,40,,DIRECT LEAF PCR,,Mishler
T2-345.4,BOWKER-T2-345.4,M. Bowker,1997,,D17,40,,DIRECT LEAF PCR,,Mishler
T2-345.5,BOWKER-T2-345.5,M. Bowker,1997,,D17,40,,DIRECT LEAF PCR,,Mishler
T2-345.6,BOWKER-T2-345.6,M. Bowker,1997,,D17,40,,DIRECT LEAF PCR,,Mishler
T2-345.7,BOWKER-T2-345.7,M. Bowker,1997,,D17,40,F,DIRECT LEAF PCR,,Mishler
T2-345.8,BOWKER-T2-345.8,M. Bowker,1997,,D17,40,F,DIRECT LEAF PCR,,Mishler
T2-345.9,BOWKER-T2-345.9,M. Bowker,1997,,D17,40,,DIRECT LEAF PCR,,Mishler
T2-360.1,BOWKER-T2-360.1,M. Bowker,1997,,D17,40,,DIRECT LEAF PCR,,Mishler
T2-360.2,BOWKER-T2-360.2,M. Bowker,1997,,D17,40,F,DIRECT LEAF PCR,,Mishler
T2-360.3,BOWKER-T2-360.3,M. Bowker,1997,,D17,40,,DIRECT LEAF PCR,,Mishler
T2-360.4,BOWKER-T2-360.4,M. Bowker,1997,,D17,40,F,DIRECT LEAF PCR,,Mishler
T2-360.5,BOWKER-T2-360.5,M. Bowker,1997,,D17,40,,DIRECT LEAF PCR,,Mishler
T2-360.6,BOWKER-T2-360.6,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-360.7,BOWKER-T2-360.7,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-360.8,BOWKER-T2-360.8,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-360.9,BOWKER-T2-360.9,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-360.10,BOWKER-T2-360.10,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-375.1,BOWKER-T2-375.1,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-375.2,BOWKER-T2-375.2,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-375.3,BOWKER-T2-375.3,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-375.4,BOWKER-T2-375.4,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-375.5,BOWKER-T2-375.5,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-375.6,BOWKER-T2-375.6,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-375.7,BOWKER-T2-375.7,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-375.8,BOWKER-T2-375.8,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-375.9,BOWKER-T2-375.9,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-375.10,BOWKER-T2-375.10,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-390.1,BOWKER-T2-390.1,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-390.2,BOWKER-T2-390.2,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-390.3,BOWKER-T2-390.3,M. Bowker,1997,,D18,40,M,DIRECT LEAF PCR,,Mishler
T2-390.4,BOWKER-T2-390.4,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-390.5,BOWKER-T2-390.5,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-390.6,BOWKER-T2-390.6,M. Bowker,1997,,D18,40,F,DIRECT LEAF PCR,,Mishler
T2-390.7,BOWKER-T2-390.7,M. Bowker,1997,,D18,40,F,DIRECT LEAF PCR,,Mishler
T2-390.8,BOWKER-T2-390.8,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-390.9,BOWKER-T2-390.9,M. Bowker,1997,,D18,40,,DIRECT LEAF PCR,,Mishler
T2-390.10,BOWKER-T2-390.10,M. Bowker,1997,,D18,40,F,DIRECT LEAF PCR,,Mishler
